Year Added,Number,Family,Subfamily,Tribe,Genus,Species,Code,Common Name,ITIS ID,Other Scientific Names,Native?,Nesting Behavior,Voltinism,Sociality,Foraging Behavior,Tongue Length,Other Notes,Sources
2015,908,Andrenidae,Panurginae,Panurgini,Perdita,larreae,prlarreae,Mining Bee,716143,.,Y,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015; Minckley 2015; VanDyk 2015
2015,909,Andrenidae,Panurginae,Panurgini,Perdita,lasiogastra,prlasiogastra,Mining Bee,716144,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,910,Andrenidae,Panurginae,Panurgini,Perdita,lateralis,prlateralis,Mining Bee,716145,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,911,Andrenidae,Panurginae,Panurgini,Perdita,laticincta,prlaticincta,Mining Bee,716146,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; Hurd et al. 1980; ITIS 2015
2015,912,Andrenidae,Panurginae,Panurgini,Perdita,latior,prlatior,Mining Bee,716146,.,.,Ground ,.,Solitary,Specialist,Short,.,BISON 2015; ITIS 2015
2015,913,Andrenidae,Panurginae,Panurgini,Perdita,layiae,prlayiae,Mining Bee,716147,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,914,Andrenidae,Panurginae,Panurgini,Perdita,lenis,prlenis,Mining Bee,716149,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015; Minckley 2015
2015,915,Andrenidae,Panurginae,Panurgini,Perdita,lepachidis,prlepachidis,Mining Bee,716150,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,916,Andrenidae,Panurginae,Panurgini,Perdita,lepidosparti,prlepidosparti,Mining Bee,753930,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,917,Andrenidae,Panurginae,Panurgini,Perdita,leucogastra,prleucogastra,Mining Bee,716151,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,918,Andrenidae,Panurginae,Panurgini,Perdita,leucophylli,prleucophylli,Mining Bee,716512,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,919,Andrenidae,Panurginae,Panurgini,Perdita,leucosticta,prleucosticta,Mining Bee,716153,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,920,Andrenidae,Panurginae,Panurgini,Perdita,leucostoma,prleucostoma,Mining Bee,716154,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2017,921,Andrenidae,Panurginae,Panurgini,Perdita,levigata,prlevigata,Mining Bee,716155,.,.,Ground ,.,Solitary,.,Short,.,Ascher and Pickering 2017; ITIS 2017
2015,922,Andrenidae,Panurginae,Panurgini,Perdita,lingualis,prlingualis,Mining Bee,716157,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; Hurd et al. 1980; ITIS 2015
2017,923,Andrenidae,Panurginae,Panurgini,Perdita,linsleyi,prlinsleyi,Mining Bee,716158,.,.,Ground ,.,Solitary,.,Short,.,Ascher and Pickering 2017; ITIS 2017
2015,924,Andrenidae,Panurginae,Panurgini,Perdita,lucens,prlucens,Mining Bee,716161,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,925,Andrenidae,Panurginae,Panurgini,Perdita,luciae,prluciae,Mining Bee,716162,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; Danforth 1989; ITIS 2015; Minckley 2015
2015,926,Andrenidae,Panurginae,Panurgini,Perdita,lucidella,prlucidella,Mining Bee,716163,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,927,Andrenidae,Panurginae,Panurgini,Perdita,luculenta,prluculenta,Mining Bee,716164,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2017,928,Andrenidae,Panurginae,Panurgini,Perdita,lunulata,prlunulata,Mining Bee,716165,.,.,Ground ,.,Solitary,.,Short,.,Ascher and Pickering 2017; ITIS 2017
2015,929,Andrenidae,Panurginae,Panurgini,Perdita,luteiceps,prluteiceps,Mining Bee,716167,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,930,Andrenidae,Panurginae,Panurgini,Perdita,luteola,prluteola,Mining Bee,716168,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2017,931,Andrenidae,Panurginae,Panurgini,Perdita,lycii,prlycii,Mining Bee,716169,.,.,Ground ,.,Solitary,.,Short,.,Ascher and Pickering 2017; ITIS 2017
2017,932,Andrenidae,Panurginae,Panurgini,Perdita,macneilli,prmacneilli,Mining Bee,716170,.,.,Ground ,.,Solitary,.,Short,.,Ascher and Pickering 2017; ITIS 2017
2015,933,Andrenidae,Panurginae,Panurgini,Perdita,macrostoma,prmacrostoma,Mining Bee,716171,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,934,Andrenidae,Panurginae,Panurgini,Perdita,macswaini,prmacswaini,Mining Bee,716172,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,935,Andrenidae,Panurginae,Panurgini,Perdita,maculigera,prmaculigera,Mining Bee,716173,.,Y,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; Grundel et al. 2011; ITIS 2015; Mitchell 1960
2015,936,Andrenidae,Panurginae,Panurgini,Perdita,maculipes,prmaculipes,Mining Bee,716174,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,937,Andrenidae,Panurginae,Panurgini,Perdita,maculosa,prmaculosa,Mining Bee,716175,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,938,Andrenidae,Panurginae,Panurgini,Perdita,malacothricis,prmalacothricis,Mining Bee,716178,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015; Minckley 2015
2015,939,Andrenidae,Panurginae,Panurgini,Perdita,mandibularis,prmandibularis,Mining Bee,716179,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,940,Andrenidae,Panurginae,Panurgini,Perdita,marcialis,prmarcialis,Mining Bee,716180,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015; VanDyk 2015
2015,941,Andrenidae,Panurginae,Panurgini,Perdita,martini,prmartini,Mining Bee,716183,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,942,Andrenidae,Panurginae,Panurgini,Perdita,meconis,prmeconis,Mojave Poppy Bee,716185,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; Griswold et al. 2006; ITIS 2015
2015,943,Andrenidae,Panurginae,Panurgini,Perdita,media,prmedia,Mining Bee,716186,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2017,944,Andrenidae,Panurginae,Panurgini,Perdita,medialis,prmedialis,Mining Bee,716187,.,.,Ground ,.,Solitary,.,Short,.,Ascher and Pickering 2017; ITIS 2017
2015,945,Andrenidae,Panurginae,Panurgini,Perdita,melanchlora,prmelanchlora,Mining Bee,716190,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015; Minckley 2015
2017,946,Andrenidae,Panurginae,Panurgini,Perdita,melanderi,prmelanderi,Mining Bee,716189,.,.,Ground ,.,Solitary,.,Short,.,Ascher and Pickering 2017; ITIS 2017
2017,947,Andrenidae,Panurginae,Panurgini,Perdita,melanogastra,prmelanogastra,Mining Bee,716191,.,.,Ground ,.,Solitary,.,Short,.,Ascher and Pickering 2017; ITIS 2017
2017,948,Andrenidae,Panurginae,Panurgini,Perdita,melanops,prmelanops,Mining Bee,716192,.,.,Ground ,.,Solitary,.,Short,.,Ascher and Pickering 2017; ITIS 2017
2015,949,Andrenidae,Panurginae,Panurgini,Perdita,melanostoma,prmelanostoma,Mining Bee,716193,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2017,950,Andrenidae,Panurginae,Panurgini,Perdita,melanura,prmelanura,Mining Bee,716194,.,.,Ground ,.,Solitary,.,Short,.,Ascher and Pickering 2017; ITIS 2017
2015,951,Andrenidae,Panurginae,Panurgini,Perdita,mentzeliae,prmentzeliae,Mining Bee,716195,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,952,Andrenidae,Panurginae,Panurgini,Perdita,mentzeliarum,prmentzeliarum,Mining Bee,716196,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,953,Andrenidae,Panurginae,Panurgini,Perdita,mesillensis,prmesillensis,Mining Bee,716197,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2017,954,Andrenidae,Panurginae,Panurgini,Perdita,michelbacheri,prmichelbacheri,Mining Bee,716200,.,.,Ground ,.,Solitary,.,Short,.,Ascher and Pickering 2017; ITIS 2017
2015,955,Andrenidae,Panurginae,Panurgini,Perdita,micheneri,prmicheneri,Mining Bee,716201,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,956,Andrenidae,Panurginae,Panurgini,Perdita,microsticta,prmicrosticta,Mining Bee,716202,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,957,Andrenidae,Panurginae,Panurgini,Perdita,mimosae,prmimosae,Mining Bee,716203,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015; Minckley 2015
2017,958,Andrenidae,Panurginae,Panurgini,Perdita,mimula,prmimula,Mining Bee,716204,.,.,Ground ,.,Solitary,.,Short,.,Ascher and Pickering 2017; ITIS 2017
2015,959,Andrenidae,Panurginae,Panurgini,Perdita,minima,prminima,"Mining Bee, ""World's Smallest Bee""",716205,.,Y,Ground ,.,Solitary,Generalist,Short,"Perdita minima: smallest bee in North America, less than 0.1 inch long",Ascher and Pickering 2015; BISON 2015; ITIS 2015; Minckley 2015; USFS 2015; VanDyk 2015; Wilson and Messinger Carril 2016
2015,960,Andrenidae,Panurginae,Panurgini,Perdita,missionis,prmissionis,Mining Bee,716207,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,961,Andrenidae,Panurginae,Panurgini,Perdita,mitchelli,prmitchelli,Mining Bee,716208,.,Y,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015; Mitchell 1960
2015,962,Andrenidae,Panurginae,Panurgini,Perdita,moabensis,prmoabensis,Mining Bee,716210,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2017,963,Andrenidae,Panurginae,Panurgini,Perdita,modestissima,prmodestissima,Mining Bee,716211,.,.,Ground ,.,Solitary,.,Short,.,Ascher and Pickering 2017; ITIS 2017
2015,964,Andrenidae,Panurginae,Panurgini,Perdita,mohavensis,prmohavensis,Mining Bee,716212,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2017,965,Andrenidae,Panurginae,Panurgini,Perdita,moldenkei,prmoldenkei,Mining Bee,716213,.,.,Ground ,.,Solitary,.,Short,.,Ascher and Pickering 2017; ITIS 2017
2015,966,Andrenidae,Panurginae,Panurgini,Perdita,montereyensis,prmontereyensis,Mining Bee,716214,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,967,Andrenidae,Panurginae,Panurgini,Perdita,mormonica,prmormonica,Mining Bee,716216,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,968,Andrenidae,Panurginae,Panurgini,Perdita,morula,prmorula,Mining Bee,716217,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,969,Andrenidae,Panurginae,Panurgini,Perdita,mucronata,prmucronata,Mining Bee,716218,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,970,Andrenidae,Panurginae,Panurgini,Perdita,multiflorae,prmultiflorae,Mining Bee,716219,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,971,Andrenidae,Panurginae,Panurgini,Perdita,munda,prmunda,Mining Bee,716220,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,972,Andrenidae,Panurginae,Panurgini,Perdita,munita,prmunita,Mining Bee,716221,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015; Minckley 2015
2015,973,Andrenidae,Panurginae,Panurgini,Perdita,namatophila,prnamatophila,Mining Bee,716222,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,974,Andrenidae,Panurginae,Panurgini,Perdita,nanula,prnanula,Mining Bee,716223,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,975,Andrenidae,Panurginae,Panurgini,Perdita,nasuta,prnasuta,Mining Bee,716224,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,976,Andrenidae,Panurginae,Panurgini,Perdita,navarretiae,prnavarretiae,Mining Bee,716225,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,977,Andrenidae,Panurginae,Panurgini,Perdita,nebrascensis,prnebrascensis,Mining Bee,716227,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; Hurd et al. 1980; ITIS 2015
2017,978,Andrenidae,Panurginae,Panurgini,Perdita,neffi,prneffi,Mining Bee,716228,.,.,Ground ,.,Solitary,.,Short,.,Ascher and Pickering 2017; ITIS 2017
2015,979,Andrenidae,Panurginae,Panurgini,Perdita,nevadensis,prnevadensis,Mining Bee,716229,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,980,Andrenidae,Panurginae,Panurgini,Perdita,nevadiana,prnevadiana,Mining Bee,716230,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; Griswold et al. 2006; ITIS 2015
2017,981,Andrenidae,Panurginae,Panurgini,Perdita,nigricornis,prnigricornis,Mining Bee,716231,.,.,Ground ,.,Solitary,.,Short,.,Ascher and Pickering 2017; ITIS 2017
2015,982,Andrenidae,Panurginae,Panurgini,Perdita,nigridia,prnigridia,Mining Bee,716232,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2017,983,Andrenidae,Panurginae,Panurgini,Perdita,nigroaenea,prnigroaenea,Mining Bee,716234,.,.,Ground ,.,Solitary,.,Short,.,Ascher and Pickering 2017; ITIS 2017
2017,984,Andrenidae,Panurginae,Panurgini,Perdita,nigrocaerulea,prnigrocaerulea,Mining Bee,716235,.,.,Ground ,.,Solitary,.,Short,.,Ascher and Pickering 2017; ITIS 2017
2017,985,Andrenidae,Panurginae,Panurgini,Perdita,nigrocincta,prnigrocincta,Mining Bee,716236,.,.,Ground ,.,Solitary,.,Short,.,Ascher and Pickering 2017; ITIS 2017
2015,986,Andrenidae,Panurginae,Panurgini,Perdita,nigroclypeata,prnigroclypeata,Mining Bee,716237,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,987,Andrenidae,Panurginae,Panurgini,Perdita,nigroviridis,prnigroviridis,Mining Bee,716239,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; Hurd et al. 1980; ITIS 2015
2015,988,Andrenidae,Panurginae,Panurgini,Perdita,nitens,prnitens,Mining Bee,716240,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,989,Andrenidae,Panurginae,Panurgini,Perdita,novaeangliae,prnovaeangliae,Mining Bee,716242,.,Y,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015; Mitchell 1960
2015,990,Andrenidae,Panurginae,Panurgini,Perdita,nubila,prnubila,Mining Bee,716244,.,Y,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015; Mitchell 1960
2015,991,Andrenidae,Panurginae,Panurgini,Perdita,nuda,prnuda,Mining Bee,716245,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,992,Andrenidae,Panurginae,Panurgini,Perdita,numerata,prnumerata,Mining Bee,716246,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,993,Andrenidae,Panurginae,Panurgini,Perdita,obliqua,probliqua,Mining Bee,716249,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,994,Andrenidae,Panurginae,Panurgini,Perdita,obliquenotata,probliquenotata,Mining Bee,716250,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,995,Andrenidae,Panurginae,Panurgini,Perdita,obscurata,probscurata,Mining Bee,716251,.,Y,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015; Mitchell 1960
2015,996,Andrenidae,Panurginae,Panurgini,Perdita,obscurella,probscurella,Mining Bee,716252,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,997,Andrenidae,Panurginae,Panurgini,Perdita,obscuripennis,probscuripennis,Mining Bee,716254,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,998,Andrenidae,Panurginae,Panurgini,Perdita,obtusa,probtusa,Mining Bee,716255,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,999,Andrenidae,Panurginae,Panurgini,Perdita,occidua,proccidua,Mining Bee,716256,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,1000,Andrenidae,Panurginae,Panurgini,Perdita,occlusa,procclusa,Mining Bee,716257,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,1001,Andrenidae,Panurginae,Panurgini,Perdita,octomaculata,proctomaculata,Mining Bee,716258,.,Y,Ground ,.,Solitary,Generalist,Short,.,Ascher and Pickering 2015; BISON 2015; Grundel et al. 2011; ITIS 2015; Mitchell 1960; VanDyk 2015
2015,1002,Andrenidae,Panurginae,Panurgini,Perdita,omani,promani,Mining Bee,716259,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,1003,Andrenidae,Panurginae,Panurgini,Perdita,optiva,proptiva,Mining Bee,716260,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,1004,Andrenidae,Panurginae,Panurgini,Perdita,ordinata,prordinata,Mining Bee,716261,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,1005,Andrenidae,Panurginae,Panurgini,Perdita,oregonensis,proregonensis,Mining Bee,716262,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,1006,Andrenidae,Panurginae,Panurgini,Perdita,oreophila,proreophila,Mining Bee,716263,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,1007,Andrenidae,Panurginae,Panurgini,Perdita,ovaliceps,provaliceps,Mining Bee,716265,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2017,1008,Andrenidae,Panurginae,Panurgini,Perdita,pachygnatha,prpachygnatha,Mining Bee,716266,.,.,Ground ,.,Solitary,.,Short,.,Ascher and Pickering 2017; ITIS 2017
2015,1009,Andrenidae,Panurginae,Panurgini,Perdita,pallida,prpallida,Mining Bee,716267,.,Y,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; Griswold and Miller 2010; ITIS 2015 
2015,1010,Andrenidae,Panurginae,Panurgini,Perdita,pallidipes,prpallidipes,Mining Bee,716268,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,1011,Andrenidae,Panurginae,Panurgini,Perdita,pallidiventris,prpallidiventris,Mining Bee,716269,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,1012,Andrenidae,Panurginae,Panurgini,Perdita,panocheana,prpanocheana,Mining Bee,716270,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,1013,Andrenidae,Panurginae,Panurgini,Perdita,paroselae,prparoselae,Mining Bee,716271,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2017,1014,Andrenidae,Panurginae,Panurgini,Perdita,parryellae,prparryellae,Mining Bee,716272,.,.,Ground ,.,Solitary,.,Short,.,Ascher and Pickering 2017; ITIS 2017; Timberlake 1971
2015,1015,Andrenidae,Panurginae,Panurgini,Perdita,paula,prpaula,Mining Bee,716273,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2017,1016,Andrenidae,Panurginae,Panurgini,Perdita,pauliana,prpauliana,Mining Bee,716274,.,.,Ground ,.,Solitary,.,Short,.,Ascher and Pickering 2017; ITIS 2017
2017,1017,Andrenidae,Panurginae,Panurgini,Perdita,pauxilla,prpauxilla,Mining Bee,716275,.,.,Ground ,.,Solitary,.,Short,.,Ascher and Pickering 2017; ITIS 2017
2015,1018,Andrenidae,Panurginae,Panurgini,Perdita,pectidis,prpectidis,Mining Bee,716276,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015; Minckley 2015
2015,1019,Andrenidae,Panurginae,Panurgini,Perdita,pectoralis,prpectoralis,Mining Bee,716277,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,1020,Andrenidae,Panurginae,Panurgini,Perdita,peculiaris,prpeculiaris,Mining Bee,716278,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,1021,Andrenidae,Panurginae,Panurgini,Perdita,pelargoides,prpelargoides,Mining Bee,716279,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015; VanDyk 2015
2015,1022,Andrenidae,Panurginae,Panurgini,Perdita,percincta,prpercincta,Mining Bee,716280,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2017,1023,Andrenidae,Panurginae,Panurgini,Perdita,perixantha,prperixantha,Mining Bee,716281,.,.,Ground ,.,Solitary,.,Short,.,Ascher and Pickering 2017; ITIS 2017
2017,1024,Andrenidae,Panurginae,Panurgini,Perdita,perlucens,prperlucens,Mining Bee,716282,.,.,Ground ,.,Solitary,.,Short,.,Ascher and Pickering 2017; ITIS 2017
2015,1025,Andrenidae,Panurginae,Panurgini,Perdita,perpallida,prperpallida,Mining Bee,716284,.,Y,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; Hilty 2015; ITIS 2015; Mitchell 1960; VanDyk 2015
2015,1026,Andrenidae,Panurginae,Panurgini,Perdita,perplexa,prperplexa,Mining Bee,716285,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,1027,Andrenidae,Panurginae,Panurgini,Perdita,perpulchra,prperpulchra,Mining Bee,716286,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,1028,Andrenidae,Panurginae,Panurgini,Perdita,phymatae,prphymatae,Mining Bee,716287,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2017,1029,Andrenidae,Panurginae,Panurgini,Perdita,physalidis,prphysalidis,Mining Bee,716288,.,.,Ground ,.,Solitary,.,Short,.,Ascher and Pickering 2017; ITIS 2017
2015,1030,Andrenidae,Panurginae,Panurgini,Perdita,picturata,prpicturata,Mining Bee,716289,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,1031,Andrenidae,Panurginae,Panurgini,Perdita,pilonotata,prpilonotata,Mining Bee,716290,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2017,1032,Andrenidae,Panurginae,Panurgini,Perdita,pinguis,prpinguis,Mining Bee,716291,.,.,Ground ,.,Solitary,.,Short,.,Ascher and Pickering 2017; ITIS 2017
2017,1033,Andrenidae,Panurginae,Panurgini,Perdita,placens,prplacens,Mining Bee,716292,.,.,Ground ,.,Solitary,.,Short,.,Ascher and Pickering 2017; ITIS 2017
2017,1034,Andrenidae,Panurginae,Panurgini,Perdita,placida,prplacida,Mining Bee,716293,.,.,Ground ,.,Solitary,.,Short,.,Ascher and Pickering 2017; ITIS 2017
2017,1035,Andrenidae,Panurginae,Panurgini,Perdita,planifrons,prplanifrons,Mining Bee,716294,.,.,Ground ,.,Solitary,.,Short,.,Ascher and Pickering 2017; ITIS 2017
2015,1036,Andrenidae,Panurginae,Panurgini,Perdita,plucheae,prplucheae,Mining Bee,716295,.,.,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2015,1037,Andrenidae,Panurginae,Panurgini,Perdita,polita,prpolita,Mining Bee,716296,.,Y,Ground ,.,Solitary,Specialist,Short,.,Ascher and Pickering 2015; BISON 2015; ITIS 2015
2017,1038,Andrenidae,Panurginae,Panurgini,Perdita,politissima,prpolitissima,Mining Bee,716297,.,.,Ground ,.,Solitary,.,Short,.,Ascher and Pickering 2017; ITIS 2017
